"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2020","2020",11.13515,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2021","2021",11.28035,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40042","Lower middle income countries","2022","2022",11.46012,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BTN","Bhutan","2018","2018",13.41145,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IDN","Indonesia","2017","2017",13.65792,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IDN","Indonesia","2018","2018",13.71538,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","DZA","Algeria","2022","2022",14.74388,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TGO","Togo","2017","2017",11.49271,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2017","2017",21.89015,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2018","2018",20.72389,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2019","2019",21.68706,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2020","2020",21.39726,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2021","2021",21.68283,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40651","Australia and New Zealand","2022","2022",21.67509,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",17.95723,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",17.70611,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",17.76353,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",17.77357,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2021","2021",18.20904,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2022","2022",18.31003,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARE","United Arab Emirates","2017","2017",13.49002,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ARE","United Arab Emirates","2020","2020",16.3799,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2017","2017",12.70623,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2018","2018",12.97946,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2019","2019",13.31498,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2020","2020",13.64076,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2021","2021",13.88286,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAR","Morocco","2022","2022",14.49855,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUT","Austria","2017","2017",15.59511,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUT","Austria","2018","2018",15.68981,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUT","Austria","2019","2019",15.72529,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUT","Austria","2020","2020",15.74914,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AUT","Austria","2021","2021",15.92267,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BWA","Botswana","2021","2021",11.77284,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2017","2017",17.20125,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2018","2018",17.34582,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2019","2019",17.1952,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2020","2020",17.11668,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2021","2021",17.25187,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LVA","Latvia","2022","2022",17.25741,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CUB","Cuba","2017","2017",14.51898,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CUB","Cuba","2018","2018",14.63139,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CUB","Cuba","2019","2019",14.85701,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CUB","Cuba","2020","2020",15.08477,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CUB","Cuba","2021","2021",15.26216,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2017","2017",15.15166,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2018","2018",15.33938,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2019","2019",15.17081,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2020","2020",15.01054,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2021","2021",15.20273,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MLT","Malta","2022","2022",15.28345,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EGY","Egypt","2017","2017",12.10347,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EGY","Egypt","2018","2018",12.38981,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EGY","Egypt","2020","2020",12.79423,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SMR","San Marino","2018","2018",11.57508,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SMR","San Marino","2019","2019",11.78252,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SMR","San Marino","2020","2020",11.85292,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SMR","San Marino","2021","2021",12.08227,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SMR","San Marino","2022","2022",11.98106,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2017","2017",15.97477,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2018","2018",15.92745,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2019","2019",15.89406,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2020","2020",15.89834,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2021","2021",15.57009,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40640","Northern America ","2022","2022",15.64502,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRA","Brazil","2017","2017",15.02129,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRA","Brazil","2018","2018",15.09226,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRA","Brazil","2019","2019",14.98781,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRA","Brazil","2020","2020",14.97253,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BRA","Brazil","2021","2021",14.95002,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2017","2017",16.02009,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2018","2018",15.97396,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2019","2019",15.93802,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2020","2020",15.94387,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2021","2021",15.58569,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","USA","United States of America","2022","2022",15.05385,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEL","Belgium","2017","2017",20.7676,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEL","Belgium","2018","2018",20.55916,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEL","Belgium","2019","2019",20.61998,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEL","Belgium","2020","2020",20.31362,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEL","Belgium","2021","2021",19.93109,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2017","2017",15.27369,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2018","2018",15.15309,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2019","2019",15.10784,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2020","2020",15.1181,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2021","2021",15.19221,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","POL","Poland","2022","2022",15.37729,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2017","2017",14.20789,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2018","2018",14.23805,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2019","2019",14.23362,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2020","2020",14.21128,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2021","2021",14.14923,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40630","Latin America and the Caribbean","2022","2022",14.14981,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LTU","Lithuania","2017","2017",17.32931,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LTU","Lithuania","2018","2018",17.27771,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LTU","Lithuania","2019","2019",16.98307,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LTU","Lithuania","2020","2020",16.93458,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LTU","Lithuania","2021","2021",17.05356,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","DEU","Germany","2017","2017",16.99616,"+","National Estimation"
